OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
70374,LOVES TRAVEL STOP #746,I-72 & SR-121,Decatur,IL,280,3.489000,,
70375,QUIKTRIP #1853,US-81,Decatur,TX,630,2.899000,,
70376,QUIKTRIP #1935,SR-183,Dallas,TX,630,2.975667,,
70377,WEIGELS #81,I-81 & SR-32,Morristown,TN,405,3.259000,,
70379,SPEEDWAY #7209,US-411 & SR-20,Cartersville,GA,18,3.115667,34.2028780,-84.9963736
70380,LOVES TRAVEL STOP #714,"I-85, EXIT 29",Charlotte,NC,46,3.522333,,
70383,SPEEDWAY #4400,I-10 & SR-59,Loxley,AL,715,3.282333,,
70385,LONGHORN EXPRESS,US-70,Ardmore,OK,253,3.009000,,
70388,PILOT #1205,"I-20, EXIT 80",Monahans,TX,710,3.465667,,
70389,PILOT #1145,SR-191,Midland,TX,710,3.565667,,
70390,FLYING J #1206,SR-302 & CR-313,Kermit,TX,710,3.255667,,
70391,MACH 1 #12,I-57 EXIT 65,West Frankfort,IL,510,3.299000,,
70391,MACH 1 #12,I-57 EXIT 65,West Frankfort,IL,510,3.199000,,
70403,MAVERIK COUNTRY STORE #607,"I-90, EXIT 1",Post Falls,ID,970,3.375667,,
70404,MAVERIK COUNTRY STORE #602,"I-25 EXIT, 138",Colorado Springs,CO,803,3.289000,,
70405,LOVES TRAVEL STOP #760,SR-18 & SR-234,Eunice,NM,593,3.329000,,
70406,LOVES TRAVEL STOP #754,SR-251,Rochelle,IL,520,3.749000,,
70406,LOVES TRAVEL STOP #754,SR-251,Rochelle,IL,520,3.849000,,
70407,BOLLA MARKET,"I-495, EXIT 57",Islandia,NY,83,3.639000,,
70407,BOLLA MARKET,"I-495, EXIT 57",Islandia,NY,83,3.539000,,
70407,BOLLA MARKET,"I-495, EXIT 57",Islandia,NY,83,3.599000,,
70408,BOLLA MARKET,"I-495, EXIT 64",Medford,NY,83,4.039000,,
70408,BOLLA MARKET,"I-495, EXIT 64",Medford,NY,83,3.639000,,
70408,BOLLA MARKET,"I-495, EXIT 64",Medford,NY,83,3.539000,,
70409,SPEEDWAY #6512,"I-196, EXIT 49 & SR-40",Holland,MI,456,3.899000,,
70410,SPEEDWAY #4107,I-285 & US-78,Stone Mountain,GA,18,3.529000,,
70411,MARATHON,SR-72,Elberton,GA,16,3.899000,,
70413,CASEYS #3782,US-169 & SR-2,Mount Ayr,IA,320,3.164000,,
70415,GARDEN TRUCK STOP,SR-55 /EXIT 35,Vineland,NJ,150,3.999000,,
70416,ALLSUPS CONVENIENCE STORE #2361,US-54 & US-287,Stratford,TX,585,2.957333,,
70417,CASEYS #3434,US-63,Denver,IA,565,3.499000,,
70419,FUEL AMERICA TRAVEL CENTER,I-35 EXIT 24,Laredo,TX,693,3.099000,,
70420,Circle K #2709302,SR-67,Decatur,AL,615,3.507333,,
70421,CASEYS #3581,US-62/US-67,Corning,AR,695,3.282333,,
70422,CIRCLE K #2741675,"I-10, EXIT 134",Tolleson,AZ,930,3.519000,,
70423,LOVES TRAVEL STOP #763,I-90 & US-20,Hampshire,IL,290,3.649000,,
70423,LOVES TRAVEL STOP #763,I-90 & US-20,Hampshire,IL,290,3.449000,,
70423,LOVES TRAVEL STOP #763,I-90 & US-20,Hampshire,IL,290,3.459000,,
70423,LOVES TRAVEL STOP #763,I-90 & US-20,Hampshire,IL,290,3.549000,,
70423,LOVES TRAVEL STOP #763,I-90 & US-20,Hampshire,IL,290,3.489000,,
70424,LOVES TRAVEL STOP #743,"I-75, EXIT 144A",Bridgeport,MI,260,3.589000,,
70424,LOVES TRAVEL STOP #743,"I-75, EXIT 144A",Bridgeport,MI,260,3.289000,,
70424,LOVES TRAVEL STOP #743,"I-75, EXIT 144A",Bridgeport,MI,260,3.479000,,
70424,LOVES TRAVEL STOP #743,"I-75, EXIT 144A",Bridgeport,MI,260,3.279000,,
70424,LOVES TRAVEL STOP #743,"I-75, EXIT 144A",Bridgeport,MI,260,3.389000,,
70425,LOVES TRAVEL STOP #731,"I-79, EXIT 105 & SR-108",Slippery Rock,PA,165,4.249000,,
70426,BISHOPS TRAVEL CENTER,US-27,Attapulgus,GA,20,3.699000,,
70427,PARKERS #64 (DISCOUNT AVAILABLE),SR-307,Savannah,GA,195,3.032333,,
70428,PARKERS #63 (DISCOUNT AVAILABLE),US-301,Jesup,GA,195,3.115667,,
70429,BP,SR-76,Adel,GA,10,2.969000,,
70430,SPRINT FOODS #715,I-520 & SR-56,Augusta,GA,135,3.192333,,
70431,TA EXPRESS HOLSTEIN #941,I-20 E,Holstein,IA,527,3.559000,,
70432,GAS N WASH,SR-43,Frankfort,IL,365,3.499000,,
70432,GAS N WASH,SR-43,Frankfort,IL,365,3.599000,,
70433,GAS N WASH,SR-126,Plainfield,IL,290,3.599000,,
70434,HUCKS FOOD & FUEL #371,SR-148 & SR-142,Mount Vernon,IL,340,3.099000,,
70436,CASEYS #3492,US-36,Marysville,KS,413,3.299000,,
70437,Thorntons #155,"SR-1020 N, & SR1065 E",Louisville,KY,415,2.905667,,
70438,BREAU BRIDGE TRUCKSTOP AND CASINO,SR-94,Breaux Bridge,LA,730,3.229000,,
70439,CHEVRON,I-20 & SR-151,Arcadia,LA,590,3.189000,,
70440,MOUND MINI MART,I-696,Warren,MI,325,3.699000,,
70441,BREAK TIME #3165,US-50 & SR-13,Warrensburg,MO,400,3.292333,,
70442,GOLDEN GATE PETRO,I-580 & US-50,Carson City,NV,966,3.599000,,
70443,GLUCKSTADT FLEETWAY,"I-55, EXIT 112",Madison,MS,760,3.199000,,
70445,CASEYS #3514,SR-1,Oakes,ND,341,3.382333,,
70446,ALLSUPS CONVENIENCE STORE #2220,US-285,Loving,NM,640,3.599000,,
70447,84 QUIK STOP,"I-84, EXIT 3 & US-6",New Hampton,NY,120,3.699000,,
70447,84 QUIK STOP,"I-84, EXIT 3 & US-6",New Hampton,NY,120,3.459000,,
70448,CIRCLE K #4707623,"I-81, EXIT 31",Brewerton,NY,220,4.089000,,
70450,QUEENSBURY,SR-149,Queensbury,NY,12,3.789000,,
70452,LOVES TRAVEL STOP #749,SR-78,Westmorland,CA,900,4.849000,,
70452,LOVES TRAVEL STOP #749,SR-78,Westmorland,CA,900,4.789000,,
70452,LOVES TRAVEL STOP #749,SR-78,Westmorland,CA,900,4.779000,,
70452,LOVES TRAVEL STOP #749,SR-78,Westmorland,CA,900,4.889000,,
70453,MARIETTA PETROLEUM,"I-35, EXIT 15 & SR-32",Marietta,OK,253,2.922333,33.9403663,-97.1450539
70454,DANDY MINI MART #36,US-220,Monroeton,PA,200,4.032333,,
70455,RUTTERS #37,US-332/US-22 & SR-75,Mifflintown,PA,70,4.099000,,
70456,RUTTERS #67,SR-16 & SR-75,Mercersburg,PA,70,4.399000,,
70457,RUTTERS #15,"I-83, EXIT 22 & SR-4009",York,PA,70,4.199000,,
70458,STOP-A MINIT,US-25 & SR-418,Pelzer,SC,30,2.899000,,
70459,GET N GO #22,I-90 & SR-115,Sioux Falls,SD,530,2.939000,,
70460,ALLSUPS CONVENIENCE STORE #2371,US-87,San Angelo,TX,612,3.205667,,
70461,CIRCLE K #2741074,I-35 & FM-1103,New Braunfels,TX,740,2.844000,,
70463,CIRCLE K #2741496,US-290,Chappell Hill,TX,670,2.999000,,
70464,GOLDEN GATE PETEROLEUM 24 RD,US-6,Grand Junction,CO,810,3.539000,,
70466,Circle K #2741925,SR-19,Trinity,TX,670,2.899000,,
70467,QUIKTRIP #598,"I-80, EXIT 439, SR-370",Omaha,NE,486,2.927333,,
70468,CIRCLE K #2741325,I-14 & SR-121,Belton,TX,765,2.885667,,
70469,TA EXPRESS #286,I-30 & SR-423,Mount Vernon,TX,637,3.299000,,
70472,SHELL/ONE9 #1304,I-820 & CR-156,Fort Worth,TX,630,2.892333,,
70474,EXXON,"I-30, EXIT 42A",Dallas,TX,630,3.499000,33.0101469,-96.8441994
70476,KWIK TRIP #1037,SR-65/23,Mora,MN,451,3.394000,45.8762670,-93.2890925
70478,TA Express Salina,"I-70, EXIT 56",Salina,UT,835,3.649000,,
70479,CROSSROADS MARKET,US-60 & SR-657,Gladstone,VA,185,3.439000,,
70480,BIG B TRUCK STOP,"I-90, EXIT 321",Sprague,WA,962,3.899000,,
70481,GOHL POST BP,"I-39, EXIT 100",Endeavor,WI,420,3.175667,,
70482,BIG D OIL #19,SR-259 & SR-387,Midwest,WY,790,3.459000,,
70483,BOLLA MARKET,SR-27 & CR-47,Copiague,NY,83,3.439000,,
70483,BOLLA MARKET,SR-27 & CR-47,Copiague,NY,83,3.399000,,
70484,ALLSUPS CONVENIENCE STORE #2117,SR-18 & CR-97,Lovington,NM,700,3.104000,,
70485,ALLSUPS CONVENIENCE STORE #2145,SR-132,Hobbs,NM,593,3.382333,,
70488,ALLSUPS CONVENIENCE STORE #2365,US-380 & SR-214,Plains,TX,700,3.369000,,
70491,MFA OIL PETRO CARD 24,US-36,Hamilton,MO,276,3.240667,,
70492,KWIK TRIP #1033,US-51 EXIT 191B,Wausau,WI,395,3.454000,,
70493,LOVES TRAVEL STOP #759,US-63/SR-11,Hazen,AR,695,3.225667,,
70494,7-ELEVEN #37570,I-76/US-6,Commerce City,CO,800,3.639000,,
70495,LOVES TRAVEL STOP #689,US-65 & US-82,Lake Village,AR,695,3.269000,,
70496,KWIK TRIP #1015,"I-43, EXIT 171",Denmark,WI,582,3.362333,,
70498,KWIK TRIP #939,"SR-29, EXIT 101",Stanley,WI,295,3.469000,,
70500,STRIPES 7FLEET #42526,SR-289,Lubbock,TX,700,3.055667,,
70501,STRIPES 7FLEET #42527,SR-191 & US-349,Midland,TX,710,3.472333,,
70502,STRIPES 7FLEET #42532,SR-302 & FM-1936,Odessa,TX,710,3.099000,31.8292605,-102.4395387
70503,STRIPES 7FLEET #42491,US-67 & SR-137,Big Lake,TX,710,3.549000,31.1917268,-101.4673279
70505,STRIPES #42593,LOOP 289 & MLK BLVD,Lubbock,TX,700,2.965667,33.5948115,-101.8183401
70507,ALLSUPS CONVENIENCE STORE #2154,SR-206 / US-283,Coleman,TX,575,3.159000,,
70508,7-ELEVEN #34715,I-294 EXIT 20,Schiller Park,IL,290,4.579000,,
70509,ALLSUPS CONVENIENCE STORE #2108,US-377 & US-183,Early,TX,575,2.932333,,
70510,ALLSUPS CONVENIENCE STORE #2147,SR-6 & CR-454,De Leon,TX,630,3.159000,,
70516,STRIPES 7FLEET #42528,"I-20, EXIT 217 & SR-139",Colorado City,TX,575,2.899000,,
70527,THORNTONS #164,I-65 EXIT 16 & US-31,Memphis,IN,415,3.625667,,
70530,LOVES TRAVEL STOP #767,FM-511 & SR-48,Brownsville,TX,625,3.155667,,
70538,SPEEDWAY #9329,"I-64 EXIT 43, SR 395 & 2823",Waddy,KY,410,3.149000,38.1780102,-85.0674680
70539,PILOT #1174,"I-70/SR-1, EXIT 147",Marshall,IL,510,3.299000,39.4779543,-87.6817854
70539,PILOT TRAVEL CENTER #1174,"I-70/SR-1, EXIT 147",Marshall,IL,510,3.499000,39.4779543,-87.6817854
70539,PILOT TRAVEL CENTER #1174,"I-70/SR-1, EXIT 147",Marshall,IL,510,3.359000,39.4779543,-87.6817854
70539,PILOT #1174,"I-70/SR-1, EXIT 147",Marshall,IL,510,3.499000,39.4779543,-87.6817854
70539,PILOT TRAVEL CENTER #1174,"I-70/SR-1, EXIT 147",Marshall,IL,510,3.299000,39.4779543,-87.6817854
70540,LOVES TRAVEL STOP #674,US-27 & SR-60,Lake Wales,FL,140,3.552333,27.8952648,-81.5903117
70541,Kwik Star#1012,US-71 & SR-9,Spirit Lake,IA,440,3.299000,,
70543,ALLSUPS CONVENIENCE STORE #2078,US-60,White Deer,TX,585,2.969000,,
70544,ALLSUPS CONVENIENCE STORE #2100,US-87,Odonnell,TX,700,3.099000,,
70545,ALLSUPS CONVENIENCE STORE #2205,SR-83,Denver City,TX,700,3.365667,,
70546,ALLSUPS CONVENIENCE STORE #2370,US-287 & SR-70,Clarendon,TX,585,2.929000,,
70547,ALLSUPS CONVENIENCE STORE #2140,SR-114,Bridgeport,TX,630,2.899000,,
70548,ALLSUPS CONVENIENCE STORE #2114,US-84,Muleshoe,TX,700,3.190667,,
70549,ALLSUPS CONVENIENCE STORE #2194,214 PLAINS HIGHWAY,Denver City,TX,700,3.382333,32.9665054,-102.8190237
70550,TEXACO #379545,US-290,Giddings,TX,595,3.399000,,
70551,KWIK TRIP #1047,SR-100 & SR-59,Milwaukee,WI,444,3.540667,,
70552,KWIK TRIP #941,US-2,Duluth,MN,334,3.499000,,
70553,KWIK TRIP #1028,US-59,Worthington,MN,425,3.165667,,
70554,HORSESHOE CONVENIENCE,SR 302 & IC 200,Mentone,TX,710,3.107333,,
70555,THORNTONS #615,I-40 EXIT 188,Kingston Springs,TN,460,2.982333,,
70556,ZIP ZONE EXPRESS,US-23,Catlettsburg,KY,255,3.699000,,
70557,LOVES TRAVEL STOP #727,"I-44, EXIT 283 & US-69",Big Cabin,OK,560,3.412333,,
70558,LOVES TRAVEL STOP #752,"I-43, EXIT 25 & SR-67",Elkhorn,WI,520,3.240667,,
70559,KWIK TRIP #1026,"HWY-23/ HWY-169, EXIT 23",Milaca,MN,453,3.369000,,
70560,PILOT DEALER #1235,"I-8, EXIT 42",Tacna,AZ,900,3.599000,,
70560,PILOT #1235,"I-8, EXIT 42",Tacna,AZ,900,3.659000,,
70561,PILOT #1143,I-20 & SR-302,Odessa,TX,710,3.599000,,
70562,SPEEDWAY #7161,I-65 & US-31,Portland,TN,460,3.024000,,
70563,PILOT DEALER #1234,US-93 & CR-145,Willow Beach,AZ,910,3.839000,,
70563,PILOT #1234,US-93 & CR-145,Willow Beach,AZ,910,3.899000,,
70564,SPEEDWAY #7236,"I-90/SR-2, EXIT 151",Avon,OH,305,3.659000,,
70565,Kwik Star #1025,SR-9/SR-4,Estherville,IA,425,3.332333,,
70567,LEDGEWOOD BP,I-80/SR-46,Ledgewood,NJ,115,3.299000,,
70571,LOVES TRAVEL STOP #748,"I-90, I-80 & SR-49",Edon,OH,550,3.887333,,
70572,LOVES TRAVEL STOP #745,I-94,Saint Clair,MI,342,3.949000,,
70573,KWIK TRIP #1038,US-12,Prairie Du Sac,WI,420,3.484000,,
70574,SPEEDWAY #3961,"I-55, EXIT 109",Williamsville,IL,318,3.299000,,
70575,SPEEDWAY #6721,SR 51,Mc Kees Rocks,PA,165,3.899000,,
70576,KWIK TRIP #593,"I-94, EXIT 41 & SR-25",Menomonie,WI,295,3.574000,,
70577,SPEEDWAY #3715,US-30,Crest Hill,IL,293,3.299000,,
70577,SPEEDWAY #3715,US-30,Crest Hill,IL,293,3.359000,,
70578,COMMON CENTS #125,"I-90/US-14, EXIT 61",Rapid City,SD,506,3.207333,,
70579,Exxon/One9 #1338,I-35 & CR-372,Jarrell,TX,765,2.885667,30.8393923,-97.5988471
70580,LOVES TRAVEL STOP #753,I-90 EXIT 96 & SR-474,Missoula,MT,820,3.674000,,
70581,LOVES TRAVEL STOP #773,"SR-14 & I-59/20, EXIT 40",Eutaw,AL,615,3.137333,,
70582,Kwik Star #1039,I-80 EXIT 301,Bettendorf,IA,270,3.649000,,
70583,LOVES TRAVEL STOP #783,US-60 & US-63,Willow Springs,MO,535,3.419000,,
70584,PILOT TRAVEL CENTER #1209,"I-20, EXIT 136 & SR-349",Midland,TX,710,3.565667,,
70585,PILOT TRAVEL CENTER #1211,US-385 & CR-1910,Andrews,TX,710,3.639000,,
70586,MAVERIK COUNTRY STORE #610,I-80,Winnemucca,NV,966,3.389000,,
70587,MAVERIK COUNTRY STORE #623,US-89,Gunnison,UT,835,3.419000,,
70588,SPEEDWAY #7217,I-70 EXIT 49,Smithton,PA,165,3.915667,,
70590,CIRCLE K #2722291,US-1 & SR-206,Saint Augustine,FL,75,3.379000,29.7564784,-81.3127604
70591,SPEEDWAY #6465,"I-77, EXIT 101",Canton,OH,249,3.607333,,
70592,LOVES TRAVEL STOP #751,"I-20, EXIT 87",Elgin,SC,135,3.425667,,
70593,LOVES TRAVEL STOP #735,I-75/SR-401,Calhoun,GA,285,3.279000,,
70595,SPEEDWAY #6509,"I-74, EXIT 206",Oakwood,IL,280,3.199000,,
70595,SPEEDWAY #6509,"I-74, EXIT 206",Oakwood,IL,280,3.349000,,
70595,SPEEDWAY #6509,"I-74, EXIT 206",Oakwood,IL,280,3.299000,,
70596,SPEEDWAY #7208,I-85 EXIT 137,Jefferson,GA,16,3.119000,,
70597,SPEEDWAY #9394,SR-4 & US-25,Lexington,KY,410,3.129000,,
70598,SPEEDWAY #7175,US-78 & SR-175,Memphis,TN,435,3.199000,,
70599,Jet Food Store,US-278,Warrenton,GA,85,3.415667,,
70600,KWIK STAR #1027,US-65,Mason City,IA,433,3.264000,,
70601,24/7 TRAVEL STORE,I-70 EXIT 275,Abilene,KS,523,2.994000,,
70603,ROAD RANGER #277,"I-30, EXIT 201 & SR-8",New Boston,TX,766,3.080667,,
70604,KWIK STAR #940,US-69 & SR-9,Forest City,IA,433,3.449000,,
70605,SPEEDWAY #1042,"I-55 & SR-50, EXIT 286",Cicero,IL,291,3.599000,,
70605,SPEEDWAY #1042,"I-55 & SR-50, EXIT 286",Cicero,IL,291,3.569000,,
70606,SPEEDWAY #7179,"I-65 & SR-101, EXIT 38",Smiths Grove,KY,415,3.065667,,
70607,SPEEDWAY #8544,"I-55 & US-6, EXIT 24B",Channahon,IL,291,3.249000,,
70607,SPEEDWAY #8544,"I-55 & US-6, EXIT 24B",Channahon,IL,291,3.299000,,
70608,KWIK TRIP #1017,US-10/SR-47,Anoka,MN,451,3.624000,,
70609,JP TRAVEL PLAZA,"I-75, EXIT 205 & SR-16",Jackson,GA,18,3.159000,,
70611,Shell,US-6 & SR-3,Kendallville,IN,370,3.499000,,
70612,SHREES TRUCK STOP #2,I-90 EXIT 101,Thorp,WA,920,3.839000,,
70612,SHREES TRUCK STOP #2,I-90 EXIT 101,Thorp,WA,920,3.809000,,
70612,SHREES TRUCK STOP #2,I-90 EXIT 101,Thorp,WA,920,3.859000,,
70615,THORNTONS #0334,I-57 EXIT 350 & SR-83,Posen,IL,365,3.399000,,
70617,QUIKTRIP #224,"I-435, EXIT 57",Kansas City,MO,400,3.099000,,
70618,LOVES TRAVEL STOP #744,"I-270 N, EXIT 49",Lockbourne,OH,315,3.455667,,
70619,KWIK TRIP #1049,US-212 & CR-68,Glencoe,MN,448,3.524000,,
70620,LOVES TRAVEL STOP #779,I-30 EXIT 97,Malvern,AR,635,3.499000,,
70621,FRIENDLY GUS STORE #24,I-16 EXIT 53 & SR-19,Dublin,GA,85,3.399000,,
70622,SPEEDWAY #6781,US-422,Douglassville,PA,208,3.799000,,
70623,SPEEDWAY #1127,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,293,3.589000,,
70623,SPEEDWAY #1127,"I-55, EXIT 267 & SR-53",Bolingbrook,IL,293,3.299000,,
70624,KWIK STAR #929,I-74 EXIT 2,Bettendorf,IA,270,3.599000,,
70625,BROWNVILLE IRVING,SR-11,Brownville,ME,170,3.932333,,
70626,GOLDEN GATE PETROLEUM,"I-70, EXIT 97",Silt,CO,810,3.459000,,
70628,PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,977,3.959000,,
70628,PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,977,3.859000,,
70628,PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,977,3.839000,,
70628,PILOT #1195,"I-90, EXIT 106",Ellensburg,WA,977,3.899000,,
70629,KWIK TRIP #930,"I-35, EXIT 147 & SR-95",North Branch,MN,448,3.402333,,
70630,SPEEDWAY #3632,"I-76, EXIT 33 & SR-43",Kent,OH,249,3.532333,,
70632,CIRCLE K #4706705,SR-394,Crete,IL,365,3.499000,,
70634,CORNER MARKET #101,US-83 & SR-96,Scott City,KS,525,3.359000,,
70635,CIRCLE K #4705706,US-224 & SR-99,Willard,OH,249,3.599000,41.1493614,-82.7293649
70637,CIRCLE K #2704111,I-2/US-83 & CR-493,Donna,TX,639,3.009000,,
70638,LOVES TRAVEL STOP #769,"I-70, EXIT 358A & US-75",Topeka,KS,570,3.284000,,
70640,LOVES TRAVEL STOP #794,SR-3/SR-33,Watonga,OK,483,3.375667,,
70641,LOVES TRAVEL STOP #706,"I-81/I-64, EXIT 213",Staunton,VA,185,3.649000,,
70642,LOVES TRAVEL STOP #776,"I-20, EXIT 15",Vicksburg,MS,760,3.549000,,
70643,LOVES TRAVEL STOP #774,US-431/CR-248,Smiths Station,AL,720,3.194000,,
70644,KWIK TRIP #1031,I-494 EXIT 20,Delano,MN,451,3.524000,,
70645,QUIKTRIP #4048,"I-410, EXIT164B",San Antonio,TX,740,2.965667,,
70646,KWIK TRIP #1051,I-43 & CR-N,Green Bay,WI,582,3.440667,,
70647,PILOT #1227,I-20 EXIT 66,Pyote,TX,710,3.465667,,
70648,BARRINGTON APPLEGREEN,SR-125 & SR-9,Barrington,NH,178,3.899000,43.2135438,-71.0004993
70649,KWIK TRIP #931,SR-95,North Branch,MN,448,3.427333,,
70650,MAVERIK COUNTRY STORE #581,"I-15 N, EXIT 334 & SR-193",Clearfield,UT,835,3.335667,,
70651,WALBURG TRAVEL CENTER,"I-35, EXIT 266",Georgetown,TX,595,2.832333,,
70652,ROADYS MACH 1 #14,I-57 EXIT 94,Mount Vernon,IL,574,3.099000,,
70652,ROADYS MACH 1 #14,I-57 EXIT 94,Mount Vernon,IL,574,3.199000,,
70652,ROADYS MACH 1 #14,I-57 EXIT 94,Mount Vernon,IL,574,3.299000,,
70653,MACH 1 #24,I-74 EXIT 215A & SR-1,Tilton,IL,280,3.199000,,
70653,MACH 1 #24,I-74 EXIT 215A & SR-1,Tilton,IL,280,3.299000,,
70654,PILOT #1269,I-10 EXIT 378,San Simon,AZ,980,3.309000,,
70654,PILOT DEALER #1269,I-10 EXIT 378,San Simon,AZ,980,3.334000,,
70655,GOLDEN GATE PETROLEUM,US-6,Grand Junction,CO,810,3.499000,,
70656,LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,325,3.579000,,
70656,LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,325,3.649000,,
70656,LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,325,3.489000,,
70656,LOVES TRAVEL STOP #757,"US-23, EXIT 25",Milan,MI,325,3.569000,,
70657,INTERFUEL,I-96 EXIT 167,Springfield,VA,60,3.899000,,
70658,CASEYS #3708,SR-235,New Carlisle,OH,411,3.259000,,
70660,CASEYS #3852,"I-35, EXIT 33 & US-34",Creston,IA,320,3.349000,,
70661,CASEYS #3238,US-52 EXIT 64 & CR-12,Oronoco,MN,451,3.515667,47.0890088,-94.6180445
70662,GETGO #3202,I-79 EXIT 183A,Erie,PA,240,3.899000,,
70663,LENNYS GAS N WASH BOURBONNAIS,US-45/US-52,Bourbonnais,IL,296,3.399000,,
70663,LENNYS GAS N WASH BOURBONNAIS,US-45/US-52,Bourbonnais,IL,296,3.299000,,
70665,POCO LOCO MARKET,I-35 EXIT 219,Buda,TX,595,2.892333,,
70666,Thorntons #322,"I-55, EXIT 288",Chicago,IL,290,3.599000,,
70667,EZ TRIP #1226,"I-84, EXIT 104 & US-97",Wasco,OR,935,3.239000,,
70668,LOVES TRAVEL STOP #784,US-30 & CR-9,Schuyler,NE,486,3.282333,,
70669,TA EXPRESS BIGGS,"I-84, EXIT 104 & US-97",Wasco,OR,935,3.199000,,
70670,MAVERIK COUNTRY STORE #625,"I-215, EXIT 27 & CR-68",North Salt Lake,UT,835,3.442333,,
70673,PAC PRIDE,SR-202,Mesa,AZ,930,4.024000,,
70674,ALLTOWN FRESH #769,SR-111,Ayer,MA,34,3.649000,,
70676,PAC PRIDE,"I-10, EXIT 138",Phoenix,AZ,930,4.036500,,
70677,PAC PRIDE,US-60,Glendale,AZ,930,4.024000,,
70679,PAC PRIDE,"I-10, EXIT 151",Phoenix,AZ,930,4.024000,,
70680,PAC PRIDE,"I-17, EXIT 215B",Phoenix,AZ,930,4.024000,,
70681,PETRO STOP,US-60,Mesa,AZ,930,4.015667,,
70682,LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,540,3.589000,,
70682,LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,540,3.489000,,
70682,LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,540,3.379000,,
70682,LOVES TRAVEL STOP #758,"I-255/US-50, EXIT 15",East Saint Louis,IL,540,3.689000,,
70686,HOLIDAY STATIONSTORE #2746471,US-12,Hudson,WI,448,3.539000,,
70687,RUTTERS #87,"I-99, EXIT 78B & SR-150",Bellefonte,PA,70,4.015667,,
70691,QUIKTRIP #4049,"I-10/US-90, EXIT 583",San Antonio,TX,740,2.965667,,
70692,RUTLAND ROUTE 7 IRVING,US-4 & US-7,Rutland,VT,170,3.699000,43.5901606,-72.9689385
70693,MAPCO #3507,US-76 & SR-71,Dalton,GA,285,3.119000,,
70695,ALLSUPS CONVENIENCE STORE #2132,US-54 & US-380,Carrizozo,NM,580,3.282333,,
70696,DK #11822,I-20 EXIT 131,Midland,TX,612,2.857333,,
70698,ALLSUPS CONVENIENCE STORE #2038,US-54,Logan,NM,585,3.199000,,
70699,QUIK STOP,US-79,Paris,TN,490,2.959000,,
70700,PATRIOT FUELING CENTER,US-231/SR-9,Wetumpka,AL,720,3.199000,,
70704,KUM & GO #0702,"I-44, EXIT 6 & SR-86",Joplin,MO,535,3.009000,,
70705,CASEYS #3464,SR-48 & CR-10,Morrisonville,IL,280,3.759000,,
70705,CASEYS #3464,SR-48 & CR-10,Morrisonville,IL,280,3.999000,,
70705,CASEYS #3464,SR-48 & CR-10,Morrisonville,IL,280,3.959000,,
70706,BIG APPLE TRAVEL CENTER,I-44/US-71,Joplin,MO,416,3.212333,,
70707,TA Express West Point #283,"I-85/SR-403, EXIT 2 & SR-18",West Point,GA,720,3.665667,,
70708,LOVES TRAVEL STOP #785,"I-96, EXIT 90",Grand Ledge,MI,406,3.949000,,
70709,VP Racing Fuels,SR-19,Center,MO,540,3.165667,,
70710,LOVES TRAVEL STOP #799,US-72 & SR-15,Walnut,MS,655,3.559000,,
70711,LOVES TRAVEL STOP #762,FM-1472,Laredo,TX,693,3.255667,,
70714,PILOT TRAVEL CENTER #1281,US-89,Page,AZ,910,3.999000,,
70714,PILOT DEALER #1281,US-89,Page,AZ,910,3.999000,,
70717,Certified Oil #400491,I-270 EXIT 52,Columbus,OH,315,3.202333,,
70718,ROAD RANGER #278,"I-40, EXIT 216 & US-49",Brinkley,AR,695,3.199000,,
70719,FAST LANE #31,"I-70, EXIT 183",Jonesburg,MO,540,3.299000,,
70720,SPEEDWAY #4453,SR-23,Sauk Rapids,MN,451,3.189000,,
70722,SPEEDWAY #9935,I-90 EXIT 35 & SR-298,Syracuse,NY,190,4.099000,,
70723,SPEEDWAY #9932,I-99 EXIT 8 & SR-417,Painted Post,NY,190,4.099000,,
70724,LOVES TRAVEL STOP #790,"I-95, EXIT108",Summerton,SC,135,3.509000,,
70725,LOVES TRAVEL STOP #782,"I-24 & US-41, EXIT 86",Oak Grove,KY,415,3.142333,,
70726,CASEYS #1195,US-36,Belleville,KS,336,3.339000,,
70727,CASEYS #2998,US-75 & SR-23,Pipestone,MN,530,3.449000,,
70728,CASEYS #3245,US-81,Freeman,SD,530,3.299000,,
70729,CASEYS #3785,US-14,Fort Pierre,SD,571,3.399000,,
70730,CASEYS #3855,US-81,Yankton,SD,572,3.139000,,
70731,PILOT TRAVEL CENTERS #1181,IL-38 E,Rochelle,IL,520,3.759000,,
70731,PILOT #1181,IL-38 E,Rochelle,IL,520,3.759000,,
